Timestamp,Elapsed Time (s),Power (W)
2026-06-03 17:16:54,0.00,0.0105926963
2026-06-03 17:16:55,1.01,0.0105510866
2026-06-03 17:16:56,2.01,0.0105990982
2026-06-03 17:16:57,3.01,0.0105398856
2026-06-03 17:16:58,4.02,0.0104758712
2026-06-03 17:16:59,5.02,0.0104374625
2026-06-03 17:17:00,6.02,0.0104774721
2026-06-03 17:17:01,7.03,0.0106871175
2026-06-03 17:17:02,8.03,0.0105974982
2026-06-03 17:17:03,9.03,0.0103878519
2026-06-03 17:17:04,10.04,0.0103206374
2026-06-03 17:17:05,11.04,0.0104102567
2026-06-03 17:17:06,12.05,0.0104566682
2026-06-03 17:17:07,13.05,0.0105846943
2026-06-03 17:17:08,14.05,0.0105766924
2026-06-03 17:17:09,15.06,0.0105078788
2026-06-03 17:17:10,16.06,0.0105430866
2026-06-03 17:17:11,17.07,0.0105446866
2026-06-03 17:17:12,18.07,0.0105718924
2026-06-03 17:17:13,19.07,0.010485474
2026-06-03 17:17:14,20.08,0.0106823165
2026-06-03 17:17:15,21.08,0.0106279049
2026-06-03 17:17:16,22.09,0.0105174808
2026-06-03 17:17:17,23.09,0.0104246605
2026-06-03 17:17:18,24.09,0.0105142798
2026-06-03 17:17:19,25.10,0.0105958972
2026-06-03 17:17:20,26.10,0.0106599117
2026-06-03 17:17:21,27.10,0.0107079213
2026-06-03 17:17:22,28.11,0.0107511319
2026-06-03 17:17:23,29.11,0.0106807156
2026-06-03 17:17:24,30.12,0.0108535532
2026-06-03 17:17:25,31.12,0.0107127232
2026-06-03 17:17:26,32.12,0.0107943397
2026-06-03 17:17:27,33.13,0.0106567107
2026-06-03 17:17:28,34.13,0.010754331
2026-06-03 17:17:29,35.13,0.0107623329
2026-06-03 17:17:30,36.14,0.0107863378
2026-06-03 17:17:31,37.14,0.0108423503
2026-06-03 17:17:32,38.14,0.0107047204
2026-06-03 17:17:33,39.15,0.0107383281
2026-06-03 17:17:34,40.15,0.0109895822
2026-06-03 17:17:35,41.16,0.0106919184
2026-06-03 17:17:36,42.16,0.0108759571
2026-06-03 17:17:37,43.16,0.0109303687
2026-06-03 17:17:38,44.17,0.0109447734
2026-06-03 17:17:39,45.17,0.0108455503
2026-06-03 17:17:40,46.17,0.0110407947
2026-06-03 17:17:41,47.18,0.0107639339
2026-06-03 17:17:42,48.18,0.0108359503
2026-06-03 17:17:43,49.19,0.011007187
2026-06-03 17:17:44,50.19,0.0110391937
2026-06-03 17:17:45,51.20,0.0109671773
2026-06-03 17:17:46,52.20,0.0114088729
2026-06-03 17:17:47,53.20,0.0113016507
2026-06-03 17:17:48,54.21,0.0113144526
2026-06-03 17:17:49,55.21,0.0114344787
2026-06-03 17:17:50,56.22,0.0112536391
2026-06-03 17:17:51,57.22,0.0114552844
2026-06-03 17:17:52,58.23,0.0112200333
2026-06-03 17:17:53,59.23,0.0114648854
2026-06-03 17:17:54,60.24,0.0116041154
2026-06-03 17:17:55,61.24,0.0115385018
2026-06-03 17:17:56,62.24,0.0115721095
2026-06-03 17:17:57,63.25,0.0116905356
2026-06-03 17:17:58,64.25,0.011780153
2026-06-03 17:17:59,65.26,0.0118889781
2026-06-03 17:18:00,66.26,0.0114760883
2026-06-03 17:18:01,67.27,0.0115993153
2026-06-03 17:18:02,68.27,0.0118553704
2026-06-03 17:18:03,69.27,0.0118233636
2026-06-03 17:18:04,70.28,0.0118793752
2026-06-03 17:18:05,71.28,0.0119513916
2026-06-03 17:18:06,72.28,0.0119225858
2026-06-03 17:18:07,73.29,0.0118025597
2026-06-03 17:18:08,74.29,0.0118857771
2026-06-03 17:18:09,75.30,0.0120138032
2026-06-03 17:18:10,76.30,0.0118313655
2026-06-03 17:18:11,77.30,0.0121242292
2026-06-03 17:18:12,78.31,0.012025007
2026-06-03 17:18:13,79.31,0.0118121598
2026-06-03 17:18:14,80.31,0.0119145829
2026-06-03 17:18:15,81.32,0.0117977578
2026-06-03 17:18:16,82.32,0.0120122051
2026-06-03 17:18:17,83.33,0.0120138032
2026-06-03 17:18:18,84.33,0.0124603007
2026-06-03 17:18:19,85.33,0.0123354755
2026-06-03 17:18:20,86.34,0.0124523006
2026-06-03 17:18:21,87.34,0.0128699895
2026-06-03 17:18:22,88.35,0.0129051972
2026-06-03 17:18:23,89.35,0.0131564531
2026-06-03 17:18:24,90.35,0.0130428271
2026-06-03 17:18:25,91.36,0.0130940396
2026-06-03 17:18:26,92.36,0.0132652763
2026-06-03 17:18:27,93.36,0.0135165295
2026-06-03 17:18:28,94.37,0.0134733217
2026-06-03 17:18:29,95.37,0.0134253101
2026-06-03 17:18:30,96.37,0.013575743
2026-06-03 17:18:31,97.38,0.0135565391
2026-06-03 17:18:32,98.38,0.0136573603
2026-06-03 17:18:33,99.39,0.0138542037
2026-06-03 17:18:34,100.39,0.0140510462
2026-06-03 17:18:35,101.39,0.0140286414
2026-06-03 17:18:36,102.40,0.0142222829
2026-06-03 17:18:37,103.40,0.0142238839
2026-06-03 17:18:38,104.40,0.0141710723
2026-06-03 17:18:39,105.41,0.0142446877
2026-06-03 17:18:40,106.41,0.0142734936
2026-06-03 17:18:41,107.41,0.0141870752
2026-06-03 17:18:42,108.42,0.0140974559
2026-06-03 17:18:43,109.42,0.0142942993
2026-06-03 17:18:44,110.42,0.0142686944
2026-06-03 17:18:45,111.43,0.0144799389
2026-06-03 17:18:46,112.43,0.0144255273
2026-06-03 17:18:47,113.44,0.0146639785
2026-06-03 17:18:48,114.44,0.0145551562
2026-06-03 17:18:49,115.44,0.0148304142
2026-06-03 17:18:50,116.45,0.0148928277
2026-06-03 17:18:51,117.45,0.0150048537
2026-06-03 17:18:52,118.45,0.0152096981
2026-06-03 17:18:53,119.46,0.014976046
2026-06-03 17:18:54,120.46,0.0153857367
2026-06-03 17:18:55,121.47,0.0156289879
2026-06-03 17:18:56,122.47,0.0155217657
2026-06-03 17:18:57,123.47,0.0158898439
2026-06-03 17:18:58,124.48,0.015612985
2026-06-03 17:18:59,125.48,0.0156817995
2026-06-03 17:19:00,126.48,0.0157554168
2026-06-03 17:19:01,127.49,0.0155121628
2026-06-03 17:19:02,128.49,0.0159938671
2026-06-03 17:19:03,129.49,0.0159266535
2026-06-03 17:19:04,130.50,0.0162947327
2026-06-03 17:19:05,131.50,0.0163283385
2026-06-03 17:19:06,132.51,0.0166932195
2026-06-03 17:19:07,133.51,0.0168004408
2026-06-03 17:19:08,134.51,0.0169924852
2026-06-03 17:19:09,135.52,0.0169044659
2026-06-03 17:19:10,136.52,0.0173669644
2026-06-03 17:19:11,137.52,0.0175846126
2026-06-03 17:19:12,138.53,0.0174357817
2026-06-03 17:19:13,139.53,0.0177590512
2026-06-03 17:19:14,140.54,0.0176838338
2026-06-03 17:19:15,141.54,0.0181431342
2026-06-03 17:19:16,142.54,0.0181735381
2026-06-03 17:19:17,143.55,0.0185016114
2026-06-03 17:19:18,144.55,0.018306369
2026-06-03 17:19:19,145.55,0.0187272616
2026-06-03 17:19:20,146.56,0.0191801582
2026-06-03 17:19:21,147.56,0.018935306
2026-06-03 17:19:22,148.56,0.0197850894
2026-06-03 17:19:23,149.57,0.0200235415
2026-06-03 17:19:24,150.57,0.0203916188
2026-06-03 17:19:25,151.57,0.0202907976
2026-06-03 17:19:26,152.58,0.0206620805
2026-06-03 17:19:27,153.58,0.0211805925
2026-06-03 17:19:28,154.59,0.0214622524
2026-06-03 17:19:29,155.59,0.0217775218
2026-06-03 17:19:30,156.59,0.0219119526
2026-06-03 17:19:31,157.60,0.0222192165
2026-06-03 17:19:32,158.60,0.0225120801
2026-06-03 17:19:33,159.60,0.0227217264
2026-06-03 17:19:34,160.61,0.0223680511
2026-06-03 17:19:35,161.61,0.0229361728
2026-06-03 17:19:36,162.62,0.0230738036
2026-06-03 17:19:37,163.62,0.0234018732
2026-06-03 17:19:38,164.63,0.0233938713
2026-06-03 17:19:39,165.63,0.0236339234
2026-06-03 17:19:40,166.63,0.0235122964
2026-06-03 17:19:41,167.64,0.0238659736
2026-06-03 17:19:42,168.64,0.0235619061
2026-06-03 17:19:43,169.64,0.0238851793
2026-06-03 17:19:44,170.65,0.0239908006
2026-06-03 17:19:45,171.65,0.0238691736
2026-06-03 17:19:46,172.65,0.0243972894
2026-06-03 17:19:47,173.66,0.0247781724
2026-06-03 17:19:48,174.66,0.0244741067
2026-06-03 17:19:49,175.67,0.0251286495
2026-06-03 17:19:50,176.67,0.0249125995
2026-06-03 17:19:51,177.67,0.0247381628
2026-06-03 17:19:52,178.68,0.0245285183
2026-06-03 17:19:53,179.68,0.0248965994
2026-06-03 17:19:54,180.68,0.0246421415
2026-06-03 17:19:55,181.70,0.0247941744
2026-06-03 17:19:56,182.70,0.0253350921
2026-06-03 17:19:57,183.70,0.0250390284
2026-06-03 17:19:58,184.71,0.0250054225
2026-06-03 17:19:59,185.71,0.025218267
2026-06-03 17:20:00,186.71,0.0256327558
2026-06-03 17:20:02,187.72,0.025864806
2026-06-03 17:20:03,188.72,0.0262856986
2026-06-03 17:20:04,189.72,0.0260840543
2026-06-03 17:20:05,190.73,0.0261624716
2026-06-03 17:20:06,191.73,0.02660417
2026-06-03 17:20:07,192.74,0.0263737161
2026-06-03 17:20:08,193.74,0.0269706454
